"","orig_student_id","module_number","time","temp_student_id"
"282",511876,1,2015-02-15 02:07:19,3
"283",511876,0,2015-02-15 02:07:19,3
"284",511876,2,2015-02-15 02:07:19,3
"285",511876,3,2015-02-15 02:08:02,3
"286",1970250,1,2015-02-13 21:04:27,3
"287",1970250,0,2015-02-13 21:04:27,3
"288",1970250,2,2015-02-13 21:04:27,3
"289",2018903,1,2015-02-15 23:42:11,3
"290",2018903,0,2015-02-15 23:42:11,3
"291",2018903,2,2015-02-15 23:42:11,3
"292",1517691,6,2015-02-15 12:58:58,3
"293",1517691,0,2015-02-15 12:58:58,3
"294",1517691,52,2015-02-15 12:57:40,3
"295",1517691,37,2015-02-15 12:57:41,3
"296",1517691,36,2015-02-15 12:57:41,3
"297",1517691,72,2015-02-15 12:57:41,3
"298",1517691,21,2015-02-15 12:57:40,3
"299",1517691,33,2015-02-15 12:57:41,3
"300",1517691,29,2015-02-15 12:57:40,3
"301",1517691,43,2015-02-15 12:57:41,3
"302",1517691,69,2015-02-15 12:57:42,3
"303",1517691,39,2015-02-15 12:57:41,3
"304",1517691,65,2015-02-15 12:57:42,3
"305",1517691,16,2015-02-15 12:57:40,3
"306",1517691,50,2015-02-15 12:57:40,3
"307",1517691,31,2015-02-15 12:57:40,3
"308",1517691,66,2015-02-15 12:57:42,3
"309",1517691,71,2015-02-15 12:57:41,3
"310",1517691,45,2015-02-15 12:57:41,3
"311",1517691,14,2015-02-15 12:57:40,3
"312",1517691,34,2015-02-15 12:57:41,3
"313",1517691,51,2015-02-15 12:57:40,3
"314",1517691,57,2015-02-15 12:57:42,3
"315",1517691,26,2015-02-15 12:57:40,3
"316",1517691,58,2015-02-15 12:57:42,3
"317",1517691,11,2015-02-15 12:57:40,3
"318",1517691,59,2015-02-15 12:57:42,3
"319",1517691,30,2015-02-15 12:57:40,3
"320",1517691,64,2015-02-15 12:57:42,3
"321",1517691,10,2015-02-15 12:57:40,3
"322",1517691,61,2015-02-15 12:57:42,3
"323",1517691,42,2015-02-15 12:57:41,3
"324",1517691,44,2015-02-15 12:57:41,3
"325",1517691,48,2015-02-15 12:57:40,3
"326",1517691,19,2015-02-15 12:57:40,3
"327",1517691,24,2015-02-15 12:57:40,3
"328",1517691,67,2015-02-15 12:57:42,3
"329",1517691,53,2015-02-15 12:57:40,3
"330",1517691,62,2015-02-15 12:57:42,3
"331",1517691,47,2015-02-15 12:57:41,3
"332",1517691,41,2015-02-15 12:57:41,3
"333",1517691,74,2015-02-15 12:57:41,3
"334",1517691,38,2015-02-15 12:57:41,3
"335",1517691,63,2015-02-15 12:57:42,3
"336",1517691,46,2015-02-15 12:57:41,3
"337",1517691,35,2015-02-15 12:57:41,3
"338",1517691,60,2015-02-15 12:57:42,3
"339",1517691,68,2015-02-15 12:57:42,3
"340",1517691,73,2015-02-15 12:57:41,3
"341",1517691,15,2015-02-15 12:57:40,3
"342",1517691,49,2015-02-15 12:57:40,3
"343",1517691,9,2015-02-15 12:57:40,3
"344",1517691,20,2015-02-15 12:57:40,3
"345",1517691,40,2015-02-15 12:57:41,3
"346",1517691,70,2015-02-15 12:57:42,3
"347",1517691,25,2015-02-15 12:57:40,3
"348",1517691,32,2015-02-15 12:58:59,3
"349",1517691,56,2015-02-15 13:02:27,3
"350",1919453,1,2015-02-22 21:53:58,3
"351",1919453,0,2015-02-22 21:53:57,3
"352",1919453,2,2015-02-22 21:53:58,3
"353",44146,120,2015-04-02 18:24:19,3
"354",44146,6,2015-02-25 07:07:03,3
"355",44146,214,2015-04-02 18:28:15,3
"356",44146,75,2015-02-25 07:13:52,3
"357",44146,163,2015-04-02 18:26:10,3
"358",44146,1,2015-02-12 23:14:42,3
"359",44146,0,2015-02-12 23:14:42,3
"360",44146,52,2015-02-25 07:07:04,3
"361",44146,232,2015-04-02 18:29:06,3
"362",44146,37,2015-02-25 07:07:03,3
"363",44146,138,2015-04-02 18:25:10,3
"364",44146,36,2015-02-25 07:07:03,3
"365",44146,85,2015-02-25 07:27:57,3
"366",44146,72,2015-04-02 18:20:09,3
"367",44146,99,2015-02-25 07:29:45,3
"368",44146,183,2015-04-02 18:27:00,3
"369",44146,21,2015-02-25 07:22:25,3
"370",44146,188,2015-04-02 18:27:19,3
"371",44146,168,2015-04-02 18:26:10,3
"372",44146,33,2015-02-25 07:07:03,3
"373",44146,29,2015-02-25 07:24:26,3
"374",44146,173,2015-04-02 18:26:23,3
"375",44146,43,2015-02-25 07:07:03,3
"376",44146,69,2015-04-02 18:20:09,3
"377",44146,124,2015-04-02 18:24:20,3
"378",44146,90,2015-02-25 07:28:13,3
"379",44146,39,2015-02-25 07:07:03,3
"380",44146,65,2015-04-02 18:20:09,3
"381",44146,16,2015-02-25 07:15:45,3
"382",44146,233,2015-04-02 18:29:06,3
"383",44146,80,2015-02-25 07:13:52,3
"384",44146,50,2015-02-25 07:07:04,3
"385",44146,31,2015-02-25 07:24:26,3
"386",44146,135,2015-04-02 18:24:57,3
"387",44146,224,2015-04-02 18:28:30,3
"388",44146,66,2015-04-02 18:20:09,3
"389",44146,71,2015-04-02 18:20:09,3
"390",44146,45,2015-02-25 07:07:03,4
"391",44146,227,2015-04-02 18:28:49,4
"392",44146,14,2015-02-25 07:15:45,4
"393",44146,176,2015-04-02 18:26:47,4
"394",44146,228,2015-04-02 18:28:49,4
"395",44146,34,2015-02-25 07:07:03,4
"396",44146,94,2015-02-25 07:28:48,4
"397",44146,217,2015-04-02 18:28:16,4
"398",44146,51,2015-02-25 07:07:04,4
"399",44146,187,2015-04-02 18:27:19,4
"400",44146,133,2015-04-02 18:24:57,4
"401",44146,57,2015-04-02 18:20:09,4
"402",44146,78,2015-02-25 07:13:52,4
"403",44146,26,2015-02-25 07:22:55,4
"404",44146,58,2015-04-02 18:20:09,4
"405",44146,93,2015-02-25 07:28:48,4
"406",44146,129,2015-04-02 18:24:40,4
"407",44146,172,2015-04-02 18:26:23,4
"408",44146,11,2015-02-25 07:14:36,4
"409",44146,123,2015-04-02 18:24:20,4
"410",44146,59,2015-04-02 18:20:09,4
"411",44146,218,2015-04-02 18:28:16,4
"412",44146,30,2015-02-25 07:24:26,4
"413",44146,229,2015-04-02 18:28:49,4
"414",44146,142,2015-04-02 18:25:30,4
"415",44146,64,2015-04-02 18:20:09,4
"416",44146,10,2015-02-25 07:14:36,4
"417",44146,61,2015-04-02 18:20:09,4
"418",44146,42,2015-02-25 07:07:03,4
"419",44146,222,2015-04-02 18:28:30,4
"420",44146,44,2015-02-25 07:07:03,4
"421",44146,48,2015-02-25 07:07:04,4
"422",44146,167,2015-04-02 18:26:10,4
"423",44146,128,2015-04-02 18:24:40,4
"424",44146,219,2015-04-02 18:28:16,4
"425",44146,100,2015-02-25 07:29:45,4
"426",44146,182,2015-04-02 18:27:00,4
"427",44146,19,2015-02-25 07:22:25,4
"428",44146,139,2015-04-02 18:25:10,4
"429",44146,125,2015-04-02 18:24:20,4
"430",44146,177,2015-04-02 18:26:47,4
"431",44146,79,2015-02-25 07:13:52,4
"432",44146,24,2015-02-25 07:22:55,4
"433",44146,89,2015-02-25 07:28:13,4
"434",44146,67,2015-04-02 18:20:09,4
"435",44146,53,2015-02-25 07:07:04,4
"436",44146,62,2015-04-02 18:20:09,4
"437",44146,130,2015-04-02 18:24:40,4
"438",44146,47,2015-02-25 07:07:04,4
"439",44146,41,2015-02-25 07:07:03,4
"440",44146,234,2015-04-02 18:29:06,4
"441",44146,74,2015-04-02 18:20:09,4
"442",44146,88,2015-02-25 07:28:13,4
"443",44146,38,2015-02-25 07:07:03,4
"444",44146,63,2015-04-02 18:20:09,4
"445",44146,95,2015-02-25 07:28:48,4
"446",44146,46,2015-02-25 07:07:04,4
"447",44146,186,2015-04-02 18:27:19,4
"448",44146,35,2015-02-25 07:07:03,4
"449",44146,171,2015-04-02 18:26:23,4
"450",44146,60,2015-04-02 18:20:09,4
"451",44146,83,2015-02-25 07:27:57,4
"452",44146,68,2015-04-02 18:20:09,4
"453",44146,73,2015-04-02 18:20:09,4
"454",44146,15,2015-02-25 07:15:45,4
"455",44146,49,2015-02-25 07:07:04,4
"456",44146,144,2015-04-02 18:25:30,4
"457",44146,143,2015-04-02 18:25:30,4
"458",44146,84,2015-02-25 07:27:57,4
"459",44146,9,2015-02-25 07:14:36,4
"460",44146,20,2015-02-25 07:22:25,4
"461",44146,40,2015-02-25 07:07:03,4
"462",44146,166,2015-04-02 18:26:10,4
"463",44146,223,2015-04-02 18:28:30,4
"464",44146,70,2015-04-02 18:20:09,4
"465",44146,181,2015-04-02 18:27:00,4
"466",44146,134,2015-04-02 18:24:57,4
"467",44146,178,2015-04-02 18:26:47,4
"468",44146,25,2015-02-25 07:22:55,4
"469",44146,98,2015-02-25 07:29:45,4
"470",44146,174,2015-04-02 18:26:47,4
"471",44146,136,2015-04-02 18:25:10,4
"472",44146,32,2015-02-25 07:07:04,4
"473",44146,140,2015-04-02 18:25:30,4
"474",44146,91,2015-02-25 07:28:49,4
"475",44146,54,2015-04-02 18:19:51,4
"476",44146,164,2015-04-02 18:26:10,4
"477",44146,230,2015-04-02 18:29:06,4
"478",44146,131,2015-04-02 18:24:57,4
"479",44146,56,2015-04-02 18:20:09,4
"480",44146,86,2015-02-25 07:28:13,4
"481",44146,5,2015-02-13 02:00:44,4
"482",44146,184,2015-04-02 18:27:19,4
"483",44146,225,2015-04-02 18:28:49,4
"484",44146,96,2015-02-25 07:29:45,4
"485",44146,194,2015-04-02 18:27:48,4
"486",44146,12,2015-02-25 07:15:45,4
"487",44146,151,2015-04-02 18:25:45,4
"488",44146,250,2015-04-02 18:30:27,4
"489",44146,215,2015-04-02 18:28:16,4
"490",44146,17,2015-02-25 07:22:25,4
"491",44146,4,2015-02-12 23:27:14,4
"492",44146,126,2015-04-02 18:24:40,4
"493",44146,76,2015-02-25 07:13:52,4
"494",44146,121,2015-04-02 18:24:20,4
"495",44146,22,2015-02-25 07:22:55,4
"496",44146,81,2015-02-25 07:27:57,4
"497",44146,2,2015-02-12 23:14:42,4
"498",44146,179,2015-04-02 18:27:00,4
"499",44146,220,2015-04-02 18:28:30,4
"500",44146,235,2015-04-02 18:29:27,4
"501",44146,27,2015-02-25 07:24:26,4
"502",44146,169,2015-04-02 18:26:23,4
"503",44146,106,2015-04-02 18:24:04,4
"504",44146,7,2015-02-25 07:14:36,4
"505",44146,13,2015-02-25 07:22:19,4
"506",44146,3,2015-02-12 23:26:59,4
"507",2391040,120,2015-04-18 08:07:06,4
"508",2391040,6,2015-02-21 10:36:41,4
"509",2391040,214,2015-04-18 08:38:16,4
"510",2391040,163,2015-04-18 08:01:32,4
"511",2391040,1,2015-02-13 09:03:00,4
"512",2391040,0,2015-02-13 09:03:00,4
"513",2391040,162,2015-04-19 21:59:59,4
"514",2391040,52,2015-04-19 21:59:56,4
"515",2391040,232,2015-04-19 07:42:38,4
"516",2391040,37,2015-04-19 21:59:56,4
"517",2391040,138,2015-04-19 21:59:59,4
"518",2391040,238,2015-04-19 22:00:00,4
"519",2391040,36,2015-04-19 21:59:56,4
"520",2391040,85,2015-04-19 21:59:57,4
"521",2391040,72,2015-04-19 21:59:57,4
"522",2391040,99,2015-04-19 21:59:58,4
"523",2391040,183,2015-04-18 08:34:14,4
"524",2391040,105,2015-04-19 21:59:58,4
"525",2391040,21,2015-04-15 07:00:39,4
"526",2391040,111,2015-04-19 21:59:58,4
"527",2391040,212,2015-04-19 21:59:59,4
"528",2391040,199,2015-04-19 22:00:00,4
"529",2391040,259,2015-04-19 22:00:01,4
"530",2391040,263,2015-04-19 22:00:00,4
"531",2391040,213,2015-04-19 21:59:59,4
"532",2391040,117,2015-04-19 21:59:58,4
"533",2391040,188,2015-04-19 21:59:59,4
"534",2391040,104,2015-04-19 21:59:58,4
"535",2391040,168,2015-04-18 08:01:32,4
"536",2391040,33,2015-04-19 21:59:56,4
"537",2391040,29,2015-02-22 07:42:52,4
"538",2391040,173,2015-04-18 08:16:27,4
"539",2391040,43,2015-04-19 21:59:56,4
"540",2391040,211,2015-04-19 21:59:59,4
"541",2391040,69,2015-04-19 21:59:57,4
"542",2391040,159,2015-04-19 21:59:59,4
"543",2391040,148,2015-04-19 21:59:59,4
"544",2391040,124,2015-04-19 21:59:58,5
"545",2391040,157,2015-04-19 21:59:59,5
"546",2391040,90,2015-04-19 21:59:58,5
"547",2391040,39,2015-04-19 21:59:56,6
"548",2391040,65,2015-04-19 21:59:57,6
"549",2391040,16,2015-02-22 07:40:35,6
"550",2391040,233,2015-04-19 07:42:38,6
"551",2391040,80,2015-04-19 21:59:57,6
"552",2391040,50,2015-04-19 21:59:56,6
"553",2391040,31,2015-02-22 07:42:52,6
"554",2391040,135,2015-04-19 21:59:58,6
"555",2391040,224,2015-04-19 07:12:26,6
"556",2391040,66,2015-04-19 21:59:57,6
"557",2391040,71,2015-04-19 21:59:57,6
"558",2391040,45,2015-04-19 21:59:56,6
"559",2391040,227,2015-04-19 07:28:25,6
"560",2391040,110,2015-04-19 21:59:58,6
"561",2391040,147,2015-04-19 21:59:59,6
"562",2391040,253,2015-04-19 22:00:01,6
"563",2391040,156,2015-04-19 21:59:59,6
"564",2391040,262,2015-04-19 22:00:00,6
"565",2391040,14,2015-02-22 07:40:35,6
"566",2391040,176,2015-04-18 08:24:57,6
"567",2391040,228,2015-04-19 07:28:25,6
"568",2391040,34,2015-04-19 21:59:56,6
"569",2391040,116,2015-04-19 21:59:58,6
"570",2391040,94,2015-04-19 21:59:58,6
"571",2391040,217,2015-04-18 08:38:17,6
"572",2391040,207,2015-04-19 21:59:59,6
"573",2391040,264,2015-04-19 22:00:00,6
"574",2391040,150,2015-04-19 21:59:59,6
"575",2391040,197,2015-04-19 22:00:00,6
"576",2391040,51,2015-04-19 21:59:56,6
"577",2391040,187,2015-04-19 21:59:59,6
"578",2391040,200,2015-04-19 22:00:00,6
"579",2391040,112,2015-04-19 21:59:58,6
"580",2391040,133,2015-04-19 21:59:58,6
"581",2391040,57,2015-04-19 21:59:57,6
"582",2391040,261,2015-04-19 22:00:01,6
"583",2391040,78,2015-04-19 21:59:57,6
"584",2391040,158,2015-04-19 21:59:59,6
"585",2391040,26,2015-02-22 07:41:35,6
"586",2391040,201,2015-04-19 22:00:00,6
"587",2391040,58,2015-04-19 21:59:57,6
"588",2391040,269,2015-04-19 22:00:00,6
"589",2391040,93,2015-04-19 21:59:58,6
